Customer_ID,Visit_Date,Park_Location,Customer_Type,Group_Size,Ticket_Type,Booking_Channel,Campaign_Source,Discount_Percent,Season,Is_Weekend,Ticket_Revenue_INR,FnB_Spend_INR,Merchandise_Spend_INR,Total_Revenue_INR,Repeat_Visitor,Satisfaction_Score,At_Risk_Customer
WON101663,2025-09-21,Kochi,Friends Group,5,Season Pass,Corporate Tie-up,Search/SEM,20,Monsoon,Yes,15840.0,2373.22,1457.96,19671.18,Yes,3.9,No
WON101583,2025-09-21,Hyderabad,Family,6,Regular,Website,Email Campaign,0,Monsoon,Yes,6336.0,1719.47,2483.48,10538.95,No,2.5,Yes
WON100041,2025-09-21,Kochi,Family,5,Regular,Website,Social Media Ad,0,Monsoon,Yes,5280.0,1619.54,1204.64,8104.18,Yes,2.6,No
WON102969,2025-09-21,Bangalore,Family,3,Regular,Travel Agent/OTA,Search/SEM,0,Monsoon,Yes,3168.0,1522.66,728.4,5419.06,No,3.3,No
WON102701,2025-09-21,Bangalore,Friends Group,5,Regular,Website,None (Organic),0,Monsoon,Yes,5280.0,938.18,1056.95,7275.13,No,2.7,Yes
WON100834,2025-09-21,Hyderabad,Couple,2,Fast Track,Website,Search/SEM,0,Monsoon,Yes,3872.0,789.02,569.38,5230.4,No,2.5,Yes
WON102876,2025-09-21,Hyderabad,Friends Group,8,Combo (Park+Resort),Walk-in,Email Campaign,15,Monsoon,Yes,22739.2,4128.02,1075.08,27942.3,No,3.6,No
WON101329,2025-09-21,Kochi,Family,5,Combo (Park+Resort),Website,None (Organic),0,Monsoon,Yes,16720.0,1523.18,406.24,18649.42,No,3.1,No
WON101279,2025-09-21,Bangalore,Couple,2,Fast Track,Corporate Tie-up,None (Organic),20,Monsoon,Yes,3097.6,1017.02,284.1,4398.72,No,3.7,No
WON101938,2025-09-21,Kochi,Friends Group,7,Fast Track,Walk-in,Search/SEM,0,Monsoon,Yes,13552.0,2256.37,1187.35,16995.72,No,3.0,No
WON101987,2025-09-21,Hyderabad,Couple,2,Regular,Website,None (Organic),0,Monsoon,Yes,2112.0,987.9,213.45,3313.35,No,3.1,No
WON101137,2025-09-21,Bangalore,Family,6,Regular,Website,Offline/Hoarding,15,Monsoon,Yes,5385.6,2557.75,1166.74,9110.09,No,3.0,No
WON102816,2025-09-21,Hyderabad,Friends Group,7,Fast Track,Walk-in,Social Media Ad,10,Monsoon,Yes,12196.8,3051.4,1129.22,16377.42,No,2.8,Yes
WON101450,2025-09-21,Hyderabad,Solo,1,Regular,Walk-in,Search/SEM,0,Monsoon,Yes,1056.0,550.02,0.0,1606.02,No,2.8,Yes
WON100649,2025-09-21,Kochi,Corporate Group,23,Regular,Travel Agent/OTA,Offline/Hoarding,15,Monsoon,Yes,20644.8,9308.29,5656.72,35609.81,Yes,2.5,No
WON100978,2025-09-21,Bangalore,Family,6,Combo (Park+Resort),Website,None (Organic),0,Monsoon,Yes,20064.0,3702.62,2037.13,25803.75,Yes,2.8,No
WON102085,2025-09-21,Bangalore,Friends Group,7,Fast Track,Travel Agent/OTA,Referral,10,Monsoon,Yes,12196.8,2652.37,473.48,15322.65,No,3.8,No
WON100142,2025-09-21,Bangalore,Family,5,Combo (Park+Resort),Website,Email Campaign,15,Monsoon,Yes,14212.0,1947.26,1945.27,18104.53,No,4.4,No
WON102597,2025-09-21,Bangalore,Solo,1,Fast Track,Mobile App,Social Media Ad,20,Monsoon,Yes,1548.8,310.31,158.77,2017.88,No,3.1,No
WON101131,2025-09-21,Bangalore,School/College Group,46,Combo (Park+Resort),Website,None (Organic),0,Monsoon,Yes,153824.0,19600.53,2128.3,175552.83,No,2.5,Yes
WON100985,2025-09-21,Bangalore,Family,3,Regular,Walk-in,None (Organic),0,Monsoon,Yes,3168.0,1254.84,998.61,5421.45,No,3.4,No
WON102559,2025-09-22,Hyderabad,Family,5,Season Pass,Website,Referral,0,Monsoon,No,18000.0,1604.05,0.0,19604.05,Yes,3.6,No
WON100275,2025-09-22,Kochi,Family,5,Regular,Corporate Tie-up,Social Media Ad,20,Monsoon,No,3840.0,1354.58,1321.38,6515.96,No,2.5,Yes
WON100231,2025-09-22,Bangalore,Friends Group,4,Regular,Mobile App,None (Organic),0,Monsoon,No,3840.0,2010.83,550.78,6401.61,No,3.6,No
WON100743,2025-09-22,Bangalore,Family,6,Fast Track,Walk-in,None (Organic),0,Monsoon,No,10560.0,2266.58,2740.06,15566.64,Yes,2.9,No
WON102768,2025-09-22,Bangalore,School/College Group,67,Combo (Park+Resort),Website,None (Organic),0,Monsoon,No,203680.0,16605.12,4284.93,224570.05,No,4.3,No
WON102647,2025-09-22,Bangalore,School/College Group,47,Regular,Walk-in,None (Organic),0,Monsoon,No,45120.0,21523.58,7886.65,74530.23,No,3.9,No
WON100848,2025-09-22,Hyderabad,Friends Group,9,Fast Track,Mobile App,Social Media Ad,20,Monsoon,No,12672.0,5133.87,852.41,18658.28,No,3.4,No
WON102582,2025-09-22,Bangalore,Family,4,Season Pass,Corporate Tie-up,None (Organic),25,Monsoon,No,10800.0,1451.39,0.0,12251.39,No,4.4,No
WON100350,2025-09-22,Hyderabad,Family,6,Regular,Walk-in,None (Organic),0,Monsoon,No,5760.0,2282.67,415.89,8458.56,No,2.6,Yes
WON101691,2025-09-22,Kochi,Family,6,Regular,Travel Agent/OTA,Social Media Ad,20,Monsoon,No,4608.0,1834.34,2957.28,9399.62,No,3.8,No
WON100147,2025-09-22,Bangalore,Solo,1,Regular,Website,Offline/Hoarding,10,Monsoon,No,864.0,479.87,163.99,1507.86,No,3.8,No
WON102886,2025-09-23,Kochi,Family,3,Regular,Corporate Tie-up,None (Organic),15,Monsoon,No,2448.0,1060.81,749.65,4258.46,No,3.6,No
WON102414,2025-09-23,Hyderabad,Family,4,Fast Track,Walk-in,None (Organic),0,Monsoon,No,7040.0,2383.76,244.41,9668.17,No,3.3,No
WON101703,2025-09-23,Hyderabad,Couple,2,Regular,Website,Email Campaign,20,Monsoon,No,1536.0,550.71,711.91,2798.62,Yes,3.3,No
WON102855,2025-09-23,Hyderabad,Family,6,Regular,Mobile App,Offline/Hoarding,0,Monsoon,No,5760.0,2368.07,1069.31,9197.38,No,2.6,Yes
WON102987,2025-09-23,Kochi,Corporate Group,43,Regular,Website,Email Campaign,10,Monsoon,No,37152.0,20736.16,6003.23,63891.39,Yes,3.6,No
WON101167,2025-09-23,Kochi,Family,3,Regular,Mobile App,Social Media Ad,20,Monsoon,No,2304.0,888.51,489.41,3681.92,No,3.7,No
WON100402,2025-09-23,Hyderabad,School/College Group,38,Regular,Website,Social Media Ad,0,Monsoon,No,36480.0,6722.28,6137.01,49339.29,No,3.4,No
WON100792,2025-09-23,Kochi,Family,3,Combo (Park+Resort),Website,Referral,15,Monsoon,No,7752.0,1278.61,818.85,9849.46,Yes,4.2,No
WON101421,2025-09-23,Kochi,School/College Group,48,Regular,Travel Agent/OTA,Social Media Ad,0,Monsoon,No,46080.0,12172.54,6039.77,64292.31,No,3.2,No
WON100608,2025-09-23,Bangalore,Friends Group,4,Season Pass,Mobile App,None (Organic),0,Monsoon,No,14400.0,1813.89,951.75,17165.64,Yes,3.3,No
WON102121,2025-09-23,Kochi,Family,5,Regular,Website,None (Organic),0,Monsoon,No,4800.0,1360.2,1165.58,7325.78,No,3.2,No
WON102310,2025-09-23,Kochi,Family,6,Regular,Travel Agent/OTA,None (Organic),0,Monsoon,No,5760.0,2545.41,1549.66,9855.07,No,3.6,No
WON102277,2025-09-23,Kochi,Couple,2,Regular,Website,None (Organic),0,Monsoon,No,1920.0,842.16,256.88,3019.04,No,3.1,No
WON101872,2025-09-23,Bangalore,Couple,2,Combo (Park+Resort),Travel Agent/OTA,Social Media Ad,0,Monsoon,No,6080.0,467.7,0.0,6547.7,No,3.1,No
WON100692,2025-09-24,Bangalore,Friends Group,4,Regular,Website,Social Media Ad,10,Monsoon,No,3456.0,1897.46,548.44,5901.9,Yes,3.7,No
WON100103,2025-09-24,Hyderabad,Family,4,Regular,Website,Email Campaign,0,Monsoon,No,3840.0,1508.7,663.74,6012.44,No,3.6,No
WON102605,2025-09-24,Hyderabad,Family,6,Regular,Mobile App,Search/SEM,0,Monsoon,No,5760.0,2172.53,0.0,7932.53,Yes,3.6,No
WON102494,2025-09-24,Kochi,School/College Group,69,Combo (Park+Resort),Corporate Tie-up,Social Media Ad,25,Monsoon,No,157320.0,21240.56,24950.85,203511.41,No,3.5,No
WON102513,2025-09-24,Hyderabad,Family,3,Regular,Walk-in,Email Campaign,10,Monsoon,No,2592.0,1545.38,455.99,4593.37,Yes,3.4,No
WON102947,2025-09-24,Bangalore,Solo,1,Regular,Website,None (Organic),0,Monsoon,No,960.0,507.07,182.1,1649.17,No,2.6,Yes
WON101726,2025-09-24,Bangalore,Family,5,Combo (Park+Resort),Walk-in,Email Campaign,0,Monsoon,No,15200.0,1467.86,698.65,17366.51,No,2.5,Yes
WON100129,2025-09-24,Bangalore,Friends Group,5,Regular,Mobile App,Social Media Ad,0,Monsoon,No,4800.0,1275.31,1248.26,7323.57,No,2.8,Yes
WON100274,2025-09-24,Bangalore,Family,4,Combo (Park+Resort),Website,None (Organic),0,Monsoon,No,12160.0,1679.69,482.69,14322.38,No,2.8,Yes
WON101877,2025-09-24,Hyderabad,Friends Group,8,Regular,Walk-in,None (Organic),0,Monsoon,No,7680.0,3003.83,1544.97,12228.8,No,3.3,No
WON101431,2025-09-25,Bangalore,Family,5,Regular,Website,None (Organic),0,Monsoon,No,4800.0,1353.22,426.82,6580.04,No,3.4,No
WON101093,2025-09-25,Bangalore,Family,4,Regular,Website,None (Organic),0,Monsoon,No,3840.0,1157.46,811.43,5808.89,No,2.5,Yes
WON102946,2025-09-25,Bangalore,Couple,2,Season Pass,Mobile App,None (Organic),0,Monsoon,No,7200.0,994.44,529.04,8723.48,No,2.4,Yes
WON101792,2025-09-25,Kochi,Family,3,Season Pass,Mobile App,Offline/Hoarding,15,Monsoon,No,9180.0,1072.24,496.39,10748.63,No,3.9,No
WON100570,2025-09-25,Kochi,Friends Group,7,Regular,Corporate Tie-up,Search/SEM,20,Monsoon,No,5376.0,2792.97,1691.67,9860.64,No,3.0,No
WON100172,2025-09-25,Bangalore,Family,5,Regular,Walk-in,Social Media Ad,10,Monsoon,No,4320.0,2412.7,516.55,7249.25,Yes,3.6,No
WON102302,2025-09-25,Kochi,School/College Group,70,Combo (Park+Resort),Website,Referral,20,Monsoon,No,170240.0,12100.57,7992.91,190333.48,No,3.1,No
WON100632,2025-09-25,Hyderabad,Couple,2,Fast Track,Corporate Tie-up,Offline/Hoarding,20,Monsoon,No,2816.0,228.22,531.27,3575.49,No,3.3,No
WON102269,2025-09-25,Bangalore,Corporate Group,28,Combo (Park+Resort),Website,Offline/Hoarding,10,Monsoon,No,76608.0,11224.45,6597.28,94429.73,Yes,3.8,No
WON100027,2025-09-25,Bangalore,Family,4,Regular,Website,Email Campaign,10,Monsoon,No,3456.0,1295.34,272.43,5023.77,No,4.1,No
WON101377,2025-09-25,Kochi,Family,3,Regular,Website,Email Campaign,20,Monsoon,No,2304.0,925.24,743.36,3972.6,No,2.2,Yes
WON102200,2025-09-25,Bangalore,Solo,1,Regular,Mobile App,Offline/Hoarding,15,Monsoon,No,816.0,181.95,109.6,1107.55,No,3.8,No
WON102179,2025-09-25,Hyderabad,Family,5,Regular,Corporate Tie-up,None (Organic),15,Monsoon,No,4080.0,1693.32,1149.48,6922.8,No,2.6,Yes
WON102061,2025-09-25,Hyderabad,Friends Group,9,Fast Track,Walk-in,Email Campaign,0,Monsoon,No,15840.0,3244.21,1575.36,20659.57,No,3.7,No
WON100306,2025-09-26,Bangalore,Family,5,Fast Track,Travel Agent/OTA,None (Organic),0,Monsoon,No,8800.0,1728.05,1241.8,11769.85,No,3.2,No
WON102679,2025-09-26,Bangalore,Couple,2,Fast Track,Website,Social Media Ad,15,Monsoon,No,2992.0,1095.36,0.0,4087.36,No,3.3,No
WON102256,2025-09-26,Bangalore,Family,5,Regular,Walk-in,None (Organic),0,Monsoon,No,4800.0,2379.51,333.14,7512.65,No,2.4,Yes
WON101661,2025-09-26,Hyderabad,Family,6,Fast Track,Travel Agent/OTA,None (Organic),0,Monsoon,No,10560.0,2536.9,1660.33,14757.23,No,3.0,No
WON101973,2025-09-26,Bangalore,Friends Group,8,Regular,Website,None (Organic),0,Monsoon,No,7680.0,4474.02,1704.16,13858.18,No,2.9,Yes
WON102695,2025-09-26,Hyderabad,School/College Group,74,Regular,Walk-in,Search/SEM,20,Monsoon,No,56832.0,28254.21,6868.17,91954.38,No,2.5,Yes
WON100263,2025-09-26,Kochi,Friends Group,5,Regular,Walk-in,Offline/Hoarding,15,Monsoon,No,4080.0,2023.74,515.38,6619.12,No,3.2,No
WON102071,2025-09-26,Kochi,Family,5,Regular,Mobile App,Email Campaign,0,Monsoon,No,4800.0,2515.56,1076.01,8391.57,No,1.9,Yes
WON101789,2025-09-26,Kochi,Couple,2,Regular,Website,Offline/Hoarding,20,Monsoon,No,1536.0,637.58,156.58,2330.16,No,3.6,No
WON102293,2025-09-26,Kochi,Friends Group,7,Fast Track,Travel Agent/OTA,Referral,0,Monsoon,No,12320.0,1513.34,1073.44,14906.78,Yes,2.3,No
WON102711,2025-09-26,Bangalore,Friends Group,6,Fast Track,Travel Agent/OTA,Search/SEM,15,Monsoon,No,8976.0,2014.62,1613.25,12603.87,No,4.0,No
WON100815,2025-09-26,Kochi,Solo,1,Regular,Mobile App,None (Organic),0,Monsoon,No,960.0,439.87,119.4,1519.27,No,3.0,No
WON100136,2025-09-26,Bangalore,Friends Group,7,Regular,Travel Agent/OTA,None (Organic),0,Monsoon,No,6720.0,1630.69,1962.46,10313.15,Yes,2.3,No
WON101945,2025-09-26,Hyderabad,Corporate Group,52,Regular,Website,None (Organic),0,Monsoon,No,49920.0,13316.64,14296.91,77533.55,No,2.4,Yes
WON102866,2025-09-26,Bangalore,Friends Group,5,Regular,Mobile App,Social Media Ad,10,Monsoon,No,4320.0,2527.26,574.3,7421.56,No,3.5,No
WON101285,2025-09-26,Kochi,Couple,2,Regular,Corporate Tie-up,Search/SEM,20,Monsoon,No,1536.0,969.06,69.63,2574.69,Yes,2.5,No
WON100956,2025-09-26,Bangalore,Couple,2,Season Pass,Walk-in,Email Campaign,10,Monsoon,No,6480.0,788.17,620.57,7888.74,No,4.2,No
WON101500,2025-09-26,Bangalore,Couple,2,Season Pass,Website,None (Organic),0,Monsoon,No,7200.0,917.54,687.51,8805.05,Yes,3.1,No
WON101605,2025-09-26,Bangalore,Family,4,Regular,Travel Agent/OTA,None (Organic),0,Monsoon,No,3840.0,1052.72,189.25,5081.97,Yes,2.8,No
WON102804,2025-09-27,Kochi,Couple,2,Regular,Mobile App,Email Campaign,10,Monsoon,Yes,1900.8,565.82,42.04,2508.66,No,3.0,No
WON102245,2025-09-27,Bangalore,Family,6,Fast Track,Mobile App,Email Campaign,0,Monsoon,Yes,11616.0,2159.04,1138.11,14913.15,No,2.7,Yes
WON100733,2025-09-27,Bangalore,Friends Group,7,Season Pass,Walk-in,None (Organic),0,Monsoon,Yes,27720.0,2889.25,1130.92,31740.17,No,3.2,No
WON101393,2025-09-27,Kochi,School/College Group,31,Fast Track,Corporate Tie-up,Social Media Ad,20,Monsoon,Yes,48012.8,11189.19,9232.37,68434.36,No,1.9,Yes
WON100295,2025-09-27,Bangalore,Family,5,Regular,Website,None (Organic),0,Monsoon,Yes,5280.0,2646.0,1930.81,9856.81,No,3.6,No
WON102593,2025-09-27,Bangalore,Family,4,Regular,Walk-in,Social Media Ad,15,Monsoon,Yes,3590.4,2392.52,987.9,6970.82,No,3.5,No
WON102556,2025-09-27,Bangalore,Couple,2,Fast Track,Mobile App,None (Organic),0,Monsoon,Yes,3872.0,512.7,428.86,4813.56,No,2.4,Yes
WON100096,2025-09-27,Kochi,Solo,1,Regular,Walk-in,Referral,0,Monsoon,Yes,1056.0,255.91,149.83,1461.74,Yes,3.1,No
WON100479,2025-09-27,Kochi,Friends Group,7,Regular,Corporate Tie-up,None (Organic),20,Monsoon,Yes,5913.6,3653.61,1355.71,10922.92,Yes,3.2,No
WON102042,2025-09-27,Kochi,Family,3,Combo (Park+Resort),Website,Search/SEM,20,Monsoon,Yes,8025.6,1889.35,0.0,9914.95,No,3.5,No
WON100548,2025-09-27,Kochi,Family,6,Combo (Park+Resort),Website,Referral,15,Monsoon,Yes,17054.4,3491.49,701.95,21247.84,Yes,2.6,No
WON102700,2025-09-27,Kochi,Friends Group,7,Regular,Website,None (Organic),0,Monsoon,Yes,7392.0,3466.65,934.75,11793.4,No,3.0,No
WON102093,2025-09-27,Hyderabad,Family,3,Combo (Park+Resort),Website,Offline/Hoarding,0,Monsoon,Yes,10032.0,2095.03,37.79,12164.82,No,2.5,Yes
WON102904,2025-09-27,Kochi,School/College Group,49,Fast Track,Travel Agent/OTA,Referral,10,Monsoon,Yes,85377.6,18154.12,5603.52,109135.24,Yes,2.6,No
WON100550,2025-09-27,Bangalore,Couple,2,Regular,Walk-in,None (Organic),0,Monsoon,Yes,2112.0,528.86,296.45,2937.31,No,3.1,No
WON101466,2025-09-27,Bangalore,Solo,1,Regular,Travel Agent/OTA,Offline/Hoarding,0,Monsoon,Yes,1056.0,296.16,185.4,1537.56,Yes,2.3,No
WON101642,2025-09-27,Kochi,Family,5,Regular,Website,Email Campaign,20,Monsoon,Yes,4224.0,1824.71,1057.3,7106.01,No,2.2,Yes
WON100047,2025-09-27,Kochi,Friends Group,6,Fast Track,Mobile App,None (Organic),0,Monsoon,Yes,11616.0,2154.51,717.12,14487.63,No,3.4,No
WON102133,2025-09-28,Hyderabad,Couple,2,Fast Track,Walk-in,Social Media Ad,15,Monsoon,Yes,3291.2,1029.75,385.08,4706.03,No,3.7,No
WON102805,2025-09-28,Hyderabad,Family,4,Regular,Mobile App,Referral,15,Monsoon,Yes,3590.4,1605.3,0.0,5195.7,No,2.4,Yes
WON101316,2025-09-28,Kochi,Couple,2,Regular,Travel Agent/OTA,Offline/Hoarding,0,Monsoon,Yes,2112.0,773.98,111.62,2997.6,No,2.3,Yes
WON100673,2025-09-28,Bangalore,Friends Group,7,Regular,Website,Social Media Ad,10,Monsoon,Yes,6652.8,1480.05,0.0,8132.85,No,3.8,No
WON100933,2025-09-28,Kochi,Couple,2,Regular,Mobile App,Search/SEM,10,Monsoon,Yes,1900.8,484.64,109.23,2494.67,No,2.6,Yes
WON100017,2025-09-28,Bangalore,Friends Group,9,Combo (Park+Resort),Walk-in,None (Organic),0,Monsoon,Yes,30096.0,602.54,1097.08,31795.62,No,3.2,No
WON100862,2025-09-28,Kochi,Family,3,Fast Track,Walk-in,Email Campaign,0,Monsoon,Yes,5808.0,1300.42,536.91,7645.33,No,2.2,Yes
WON101732,2025-09-28,Bangalore,Couple,2,Regular,Walk-in,None (Organic),0,Monsoon,Yes,2112.0,908.06,285.7,3305.76,No,3.9,No
WON101539,2025-09-28,Kochi,Couple,2,Fast Track,Walk-in,None (Organic),0,Monsoon,Yes,3872.0,510.64,457.96,4840.6,No,3.3,No
WON100301,2025-09-29,Bangalore,Couple,2,Regular,Walk-in,None (Organic),0,Monsoon,No,1920.0,505.01,0.0,2425.01,No,3.9,No
WON100188,2025-09-29,Kochi,Friends Group,7,Season Pass,Mobile App,Social Media Ad,0,Monsoon,No,25200.0,2727.37,1046.24,28973.61,Yes,4.5,No
WON101051,2025-09-29,Bangalore,Friends Group,6,Regular,Walk-in,None (Organic),0,Monsoon,No,5760.0,1771.21,516.39,8047.6,Yes,2.4,No
WON101825,2025-09-29,Kochi,Family,4,Fast Track,Website,Social Media Ad,15,Monsoon,No,5984.0,1941.48,223.26,8148.74,No,4.1,No
WON100474,2025-09-29,Hyderabad,Couple,2,Combo (Park+Resort),Mobile App,Offline/Hoarding,10,Monsoon,No,5472.0,965.93,534.42,6972.35,No,4.0,No
WON102690,2025-09-29,Kochi,Couple,2,Regular,Website,None (Organic),0,Monsoon,No,1920.0,562.55,221.87,2704.42,No,2.9,Yes
WON102766,2025-09-29,Bangalore,School/College Group,63,Combo (Park+Resort),Corporate Tie-up,Social Media Ad,20,Monsoon,No,153216.0,22272.54,6871.4,182359.94,No,3.0,No
WON101414,2025-09-29,Bangalore,Corporate Group,23,Regular,Website,Referral,10,Monsoon,No,19872.0,2531.1,3966.5,26369.6,No,2.6,Yes
WON100636,2025-09-30,Kochi,School/College Group,48,Regular,Mobile App,None (Organic),0,Monsoon,No,46080.0,10132.41,9465.65,65678.06,No,3.8,No
WON100757,2025-09-30,Kochi,Family,4,Season Pass,Travel Agent/OTA,Email Campaign,15,Monsoon,No,12240.0,1442.82,306.71,13989.53,Yes,3.6,No
WON102101,2025-09-30,Bangalore,Friends Group,4,Season Pass,Website,Referral,0,Monsoon,No,14400.0,1605.66,489.66,16495.32,Yes,3.2,No
WON102014,2025-09-30,Kochi,Couple,2,Combo (Park+Resort),Walk-in,None (Organic),0,Monsoon,No,6080.0,622.2,173.5,6875.7,No,3.1,No
WON101507,2025-09-30,Bangalore,Friends Group,5,Fast Track,Travel Agent/OTA,Social Media Ad,10,Monsoon,No,7920.0,1554.75,988.62,10463.37,No,2.5,Yes
WON101612,2025-09-30,Kochi,Couple,2,Fast Track,Website,Email Campaign,20,Monsoon,No,2816.0,1083.85,413.57,4313.42,No,2.7,Yes
WON102358,2025-09-30,Hyderabad,Couple,2,Regular,Website,Search/SEM,10,Monsoon,No,1728.0,628.16,395.53,2751.69,Yes,2.9,No
WON101750,2025-09-30,Kochi,Friends Group,5,Regular,Walk-in,Search/SEM,20,Monsoon,No,3840.0,1623.9,565.71,6029.61,No,3.2,No
WON102474,2025-09-30,Bangalore,Couple,2,Combo (Park+Resort),Mobile App,None (Organic),0,Monsoon,No,6080.0,669.09,276.95,7026.04,No,3.1,No
WON100633,2025-09-30,Hyderabad,Friends Group,8,Fast Track,Travel Agent/OTA,Referral,0,Monsoon,No,14080.0,1282.91,2482.69,17845.6,No,3.5,No
WON100700,2025-09-30,Kochi,School/College Group,31,Regular,Mobile App,Email Campaign,15,Monsoon,No,25296.0,8230.87,10666.14,44193.01,No,3.2,No
WON100163,2025-10-01,Bangalore,Family,5,Regular,Website,None (Organic),0,Festival,No,7200.0,2220.15,0.0,9420.15,No,3.7,No
WON102084,2025-10-01,Kochi,Family,3,Regular,Travel Agent/OTA,Social Media Ad,20,Festival,No,3456.0,514.12,307.94,4278.06,No,3.9,No
WON100651,2025-10-01,Kochi,Friends Group,7,Fast Track,Mobile App,Search/SEM,0,Festival,No,18480.0,2644.96,1124.56,22249.52,No,3.8,No
WON101627,2025-10-01,Kochi,Family,4,Fast Track,Website,Email Campaign,0,Festival,No,10560.0,2186.53,522.12,13268.65,No,2.8,Yes
WON102896,2025-10-01,Bangalore,Family,6,Season Pass,Walk-in,None (Organic),0,Festival,No,32400.0,3285.64,0.0,35685.64,Yes,3.1,No
WON100501,2025-10-01,Bangalore,Friends Group,9,Fast Track,Website,None (Organic),0,Festival,No,23760.0,761.05,2118.05,26639.1,No,2.6,Yes
WON101113,2025-10-01,Kochi,Family,3,Regular,Website,Email Campaign,10,Festival,No,3888.0,1040.49,791.05,5719.54,No,2.2,Yes
WON101529,2025-10-01,Bangalore,Family,6,Regular,Website,Offline/Hoarding,0,Festival,No,8640.0,1883.4,1556.68,12080.08,No,3.8,No
WON100824,2025-10-01,Bangalore,Family,5,Combo (Park+Resort),Walk-in,Search/SEM,10,Festival,No,20520.0,1681.79,901.67,23103.46,No,4.7,No
WON101303,2025-10-02,Kochi,Friends Group,9,Fast Track,Walk-in,Social Media Ad,0,Festival,No,23760.0,4613.94,1932.77,30306.71,No,3.6,No
WON101040,2025-10-02,Kochi,Family,4,Season Pass,Website,Search/SEM,0,Festival,No,21600.0,686.45,701.41,22987.86,Yes,4.2,No
WON100287,2025-10-02,Bangalore,Corporate Group,42,Regular,Walk-in,Social Media Ad,10,Festival,No,54432.0,16590.85,9144.28,80167.13,No,3.0,No
WON101001,2025-10-02,Bangalore,School/College Group,69,Regular,Walk-in,Search/SEM,15,Festival,No,84456.0,42242.02,17388.03,144086.05,No,4.8,No
WON102221,2025-10-02,Kochi,Family,3,Regular,Corporate Tie-up,None (Organic),15,Festival,No,3672.0,1340.27,482.99,5495.26,Yes,4.2,No
WON100302,2025-10-02,Bangalore,Family,3,Regular,Travel Agent/OTA,Email Campaign,10,Festival,No,3888.0,1296.14,499.13,5683.27,No,3.3,No
WON102141,2025-10-02,Hyderabad,Corporate Group,38,Regular,Travel Agent/OTA,Email Campaign,20,Festival,No,43776.0,6993.05,2731.13,53500.18,No,4.1,No
WON102438,2025-10-02,Bangalore,Family,5,Regular,Walk-in,None (Organic),0,Festival,No,7200.0,2178.17,366.87,9745.04,No,4.2,No
WON101175,2025-10-02,Kochi,Couple,2,Season Pass,Website,Social Media Ad,15,Festival,No,9180.0,265.59,505.08,9950.67,Yes,3.0,No
WON100781,2025-10-02,Bangalore,School/College Group,50,Season Pass,Mobile App,Offline/Hoarding,15,Festival,No,229500.0,16540.54,1904.07,247944.61,No,4.7,No
WON102469,2025-10-02,Bangalore,Friends Group,5,Season Pass,Walk-in,Search/SEM,0,Festival,No,27000.0,901.45,241.63,28143.08,Yes,3.0,No
WON100927,2025-10-02,Hyderabad,Couple,2,Fast Track,Walk-in,None (Organic),0,Festival,No,5280.0,860.53,515.49,6656.02,Yes,2.9,No
WON101609,2025-10-02,Bangalore,Couple,2,Fast Track,Website,None (Organic),0,Festival,No,5280.0,729.75,419.63,6429.38,No,4.4,No
WON100065,2025-10-02,Bangalore,Family,4,Fast Track,Website,Search/SEM,10,Festival,No,9504.0,1830.55,898.61,12233.16,No,3.0,No
WON101179,2025-10-02,Hyderabad,Family,3,Regular,Website,None (Organic),0,Festival,No,4320.0,1771.06,347.71,6438.77,No,3.5,No
WON101640,2025-10-02,Bangalore,Couple,2,Combo (Park+Resort),Travel Agent/OTA,Social Media Ad,0,Festival,No,9120.0,936.15,117.45,10173.6,No,3.0,No
WON101875,2025-10-02,Kochi,Family,4,Regular,Walk-in,None (Organic),0,Festival,No,5760.0,1152.08,609.3,7521.38,No,3.3,No
WON100119,2025-10-02,Bangalore,Family,5,Regular,Travel Agent/OTA,Social Media Ad,0,Festival,No,7200.0,973.9,365.28,8539.18,No,2.9,Yes
WON102441,2025-10-02,Bangalore,Solo,1,Regular,Mobile App,Referral,0,Festival,No,1440.0,265.69,151.04,1856.73,Yes,3.1,No
WON101579,2025-10-03,Bangalore,Family,5,Combo (Park+Resort),Corporate Tie-up,Offline/Hoarding,25,Festival,No,17100.0,930.25,855.21,18885.46,No,3.7,No
WON100363,2025-10-03,Kochi,Friends Group,5,Combo (Park+Resort),Walk-in,Search/SEM,20,Festival,No,18240.0,2262.64,774.66,21277.3,No,4.0,No
WON100048,2025-10-03,Kochi,Family,3,Combo (Park+Resort),Website,Email Campaign,10,Festival,No,12312.0,1291.24,988.71,14591.95,No,3.5,No
WON102048,2025-10-03,Kochi,Family,3,Combo (Park+Resort),Walk-in,Offline/Hoarding,10,Festival,No,12312.0,1064.94,643.53,14020.47,No,3.9,No
WON101863,2025-10-03,Bangalore,Family,4,Combo (Park+Resort),Website,None (Organic),0,Festival,No,18240.0,2074.47,1470.58,21785.05,No,3.1,No
WON102774,2025-10-03,Bangalore,Family,4,Regular,Mobile App,Referral,15,Festival,No,4896.0,957.6,499.88,6353.48,No,3.9,No
WON102059,2025-10-03,Kochi,School/College Group,60,Fast Track,Website,Social Media Ad,0,Festival,No,158400.0,20483.87,19215.8,198099.67,No,3.0,No
WON102198,2025-10-03,Bangalore,Family,3,Fast Track,Walk-in,Social Media Ad,10,Festival,No,7128.0,1008.94,116.76,8253.7,No,3.3,No
